ID,gender,age,dress,height,frames,test
2527,F,14,0,284,83,False
2528,F,11,1,254,72,True
2529,F,16,0,289,71,False
2530,F,-,1,278,78,True
2531,F,21,0,277,89,False
2532,M,32,0,314,83,True
2533,F,28,0,274,78,False
2534,F,45,1,286,87,True
2535,F,28,0,251,81,False
2536,M,37,0,315,88,True
2537,M,16,0,284,70,False
2538,M,17,0,327,91,True
2539,M,36,0,319,88,False
2540,F,28,1,308,75,True
2541,F,39,0,281,96,False
2542,M,32,0,358,83,True
2543,M,17,0,312,77,False
2544,F,40,1,270,78,True
2545,M,17,0,288,48,False
2546,M,16,0,300,108,True
2547,M,31,0,302,91,False
2548,M,17,0,294,84,True
2549,F,28,0,272,100,False
2550,F,25,1,262,84,True
2551,F,20,0,293,87,False
2552,F,47,1,280,77,True
2553,M,22,0,289,72,False
2554,F,23,0,289,88,True
2555,M,30,0,312,77,False
2556,F,-,1,299,71,True
2557,F,25,0,263,88,False
2558,M,25,0,287,84,True
2559,M,27,0,289,89,False
2560,F,25,1,269,80,True
2561,F,30,0,281,82,False
2562,M,30,0,302,71,True
2563,F,60,0,298,76,False
2564,F,62,1,265,80,True
2565,M,52,0,286,85,False
2566,F,52,1,280,88,True
2567,M,27,0,303,70,False
2568,M,37,0,309,50,True
2569,F,32,0,287,75,False
2570,M,35,0,319,100,True
2571,F,6,0,191,100,False
2572,M,35,0,313,71,True
2573,F,69,0,284,61,False
2574,M,16,0,306,94,True
2575,M,16,0,303,54,False
2576,M,-,0,298,76,True
2577,F,30,0,288,97,False
2578,M,63,0,311,79,True
2579,F,25,0,308,88,False
2580,M,28,0,318,74,True
2581,F,36,0,275,63,False
2582,M,23,0,316,73,True
2583,M,9,0,234,64,False
2584,M,70,0,319,82,True
2585,F,64,0,271,83,False
2586,F,65,0,276,79,True
2587,F,51,0,282,62,False
2588,F,19,1,289,87,True
2589,M,20,0,315,79,False
2590,F,17,1,286,72,True
2591,M,17,0,308,83,False
2592,M,17,0,296,86,True
2593,M,24,0,296,95,False
2594,F,54,0,278,75,True
2595,M,42,0,331,76,False
2596,F,44,1,296,84,True
2597,M,36,0,324,86,False
2598,M,64,0,329,91,True
2599,F,20,0,272,72,False
2600,F,41,0,284,89,True
2601,M,38,0,295,76,False
2602,F,46,0,256,94,True
2603,F,34,0,275,82,False
2604,M,18,0,342,85,True
2605,F,64,0,278,72,False
2606,M,16,0,319,83,True
2607,F,16,0,301,72,False
2608,F,26,0,290,82,True
2609,M,41,0,295,94,False
2610,M,50,0,297,86,True
2611,M,28,0,304,85,False
2612,M,15,0,306,96,True
2613,M,15,0,313,80,False
2614,M,17,0,335,59,True
2615,M,17,0,328,80,False
2616,F,25,1,286,87,True
2617,M,26,0,326,78,False
2618,M,45,0,0,0,True
2619,F,45,0,285,86,False
2620,M,16,0,294,77,True
2621,M,16,0,334,50,False
2622,F,27,0,264,68,True
2623,M,30,0,305,87,False
2624,F,35,0,285,61,True
2625,F,21,0,271,97,False
2626,F,19,1,282,85,True
2627,M,21,0,323,39,False
2628,F,21,1,283,94,True
2629,M,23,0,315,77,False
2630,F,20,0,289,87,True
2631,M,66,0,288,71,False
2632,F,53,0,266,67,True
2633,F,54,0,276,76,False
2634,M,27,0,305,84,True
2635,F,14,0,282,71,False
2636,F,13,0,279,87,True
2637,F,14,0,277,77,False
2638,M,32,0,298,77,True
2639,F,14,0,258,99,False
2640,M,25,0,309,84,True
2641,F,24,0,310,81,False
2642,M,26,0,312,89,True
2643,F,17,0,308,114,False
2644,M,74,0,296,70,True
2645,M,63,0,328,65,False
2646,M,6,0,0,58,True
2647,M,11,0,264,66,False
2648,F,56,1,247,80,True
2649,M,22,0,307,73,False
2650,F,39,0,269,75,True
2651,F,65,0,275,72,False
2652,M,68,0,285,60,True
2653,M,9,0,247,74,False
2654,F,31,1,290,69,True
2655,M,33,0,317,104,False
2656,F,13,1,270,78,True
2657,F,13,0,271,64,False
2658,F,13,1,254,78,True
2659,M,43,0,297,72,False
2660,F,22,1,276,77,True
2661,M,21,0,309,77,False
2662,M,10,0,239,49,True
2663,F,19,0,261,96,False
2664,F,23,1,273,81,True
2665,F,54,0,0,70,False
2666,M,23,0,299,64,True
2667,F,24,0,281,85,False
2668,F,65,1,265,72,True
2669,F,13,0,268,84,False
2670,F,14,1,288,71,True
2671,F,14,0,280,64,False
2672,F,21,0,269,75,True
2673,F,21,0,279,83,False
2674,M,29,0,277,105,True
2675,F,28,0,316,79,False
2676,M,71,0,292,81,True
2677,M,69,0,278,68,False
2678,F,21,1,287,83,True
2679,M,21,0,306,102,False
2680,F,57,0,294,86,True
2681,M,27,0,318,70,False
2682,F,11,0,247,71,True
2683,F,42,0,271,68,False
2684,M,33,0,299,72,True
2685,F,34,0,292,85,False
2686,F,26,0,277,78,True
2687,M,34,0,309,73,False
2688,F,29,0,277,75,True
2689,M,32,0,294,98,False
2690,M,25,0,311,82,True
2691,F,27,0,302,74,False
2692,F,21,0,280,63,True
2693,M,40,0,330,80,False
2694,F,37,0,282,73,True
2695,M,11,0,283,87,False
2696,F,65,1,271,90,True
2697,M,41,0,0,0,False
2698,F,10,0,272,92,True
2699,F,17,0,281,76,False
2700,F,44,0,288,78,True
2701,F,16,0,265,85,False
2702,F,17,1,272,72,True
2703,F,16,0,283,65,False
2704,F,17,1,308,76,True
2705,F,16,0,276,76,False
2706,M,16,0,291,71,True
2707,M,17,0,292,83,False
2708,M,17,0,292,83,True
2709,M,16,0,296,76,False
2710,M,16,0,294,96,True
2711,F,53,0,277,62,False
2712,M,45,0,276,71,True
2713,F,42,0,269,74,False
2714,M,44,0,283,64,True
2715,M,16,0,287,52,False
2716,M,16,0,305,63,True
2717,M,17,0,298,78,False
2718,M,67,0,297,82,True
2719,M,17,0,308,76,False
2720,M,17,0,314,83,True
2721,M,16,0,297,86,False
2722,M,17,0,322,96,True
2723,M,17,0,312,82,False
2724,M,17,0,0,61,True
2725,F,28,0,252,81,False
2726,M,29,0,299,67,True
2727,F,15,0,281,78,False
2728,F,28,0,271,72,True
2729,F,15,0,284,56,False
2730,F,15,0,272,69,True
2731,F,-,0,300,77,False
2732,M,15,0,323,89,True
2733,M,3,0,176,103,False
2734,F,-,0,288,71,True
2735,M,39,0,304,91,False
2736,M,4,0,0,0,True
2737,M,6,0,211,98,False
2738,M,39,0,312,81,True
2739,F,41,0,278,65,False
2740,M,9,0,231,112,True
2741,F,42,0,277,77,False
2742,M,6,0,0,0,True
2743,M,13,0,280,80,False
2744,M,57,0,287,84,True
2745,F,52,0,279,74,False
2746,F,10,0,247,73,True
2747,F,10,0,230,74,False
2748,M,4,0,0,0,True
2749,F,11,0,246,88,False
2750,M,16,0,286,59,True
2751,F,16,0,278,59,False
2752,M,33,0,303,74,True
2753,M,6,0,199,68,False
2754,F,27,0,300,86,True
2755,M,23,0,324,81,False
2756,M,61,0,289,71,True
2757,F,-,0,260,79,False
2758,F,51,1,272,98,True
2759,M,24,0,306,77,False
2760,F,25,0,293,79,True
2761,F,58,0,295,82,False
2762,F,42,0,277,80,True
2763,M,29,0,327,108,False
2764,F,13,0,275,94,True
2765,M,13,0,284,89,False
2766,M,29,0,321,80,True
2767,M,63,0,283,96,False
2768,M,69,0,290,74,True
2769,F,29,0,265,78,False
2770,M,37,0,286,85,True
2771,F,68,0,277,73,False
2772,F,27,1,287,74,True
2773,M,26,0,306,72,False
2774,F,9,1,228,55,True
2775,F,28,0,263,88,False
2776,M,10,0,225,58,True
2777,F,10,0,242,74,False
2778,M,10,0,244,90,True
2779,F,59,0,258,82,False
2780,M,9,0,235,81,True
2781,M,48,0,313,81,False
2782,M,10,0,241,74,True
2783,F,49,0,302,66,False
2784,M,71,0,288,88,True
2785,F,71,0,306,72,False
2786,F,36,1,283,72,True
2787,M,27,0,333,85,False
2788,M,33,0,315,99,True
2789,F,27,0,287,84,False
2790,F,23,1,276,96,True
2791,M,29,0,314,87,False
2792,F,58,0,260,91,True
2793,M,55,0,302,80,False
2794,M,67,0,306,96,True
2795,F,58,0,282,80,False
2796,F,44,1,292,56,True
2797,M,16,0,296,94,False
2798,M,25,0,298,86,True
2799,F,27,0,279,89,False
2800,F,10,1,236,65,True
2801,F,45,0,278,73,False
2802,M,58,0,301,73,True
2803,M,25,0,309,87,False
2804,F,8,1,221,46,True
2805,F,5,0,175,82,False
2806,M,30,0,313,89,True
2807,M,34,0,290,92,False
2808,M,35,0,297,81,True
2809,M,56,0,293,77,False
2810,M,27,0,286,112,True
2811,M,44,0,295,113,False
2812,M,76,0,271,76,True
2813,M,22,0,0,0,False
2814,M,27,0,329,113,True
2815,F,30,0,290,98,False
2816,M,34,0,308,96,True
2817,M,21,0,313,102,False
2818,F,20,1,276,87,True
2819,M,47,0,332,89,False
2820,F,32,0,303,80,True
2821,F,35,0,288,101,False
2822,F,25,0,277,72,True
2823,F,31,0,281,85,False
2824,F,67,0,277,93,True
2825,M,79,0,307,105,False
2826,M,27,0,309,68,True
2827,F,27,0,276,101,False
2828,F,21,1,282,78,True
2829,M,39,0,332,92,False
2830,F,20,1,276,81,True
2831,F,27,0,286,87,False
2832,M,42,0,337,84,True
2833,M,35,0,316,91,False
2834,M,39,0,347,99,True
2835,F,42,0,274,91,False
2836,M,41,0,324,113,True
2837,M,14,0,276,78,False
2838,M,14,0,297,83,True
2839,M,13,0,276,94,False
2840,M,14,0,288,51,True
2841,M,13,0,282,79,False
2842,M,13,0,0,44,True
2843,M,13,0,293,72,False
2844,F,23,1,280,80,True
2845,F,24,0,277,91,False
2846,F,36,1,285,77,True
2847,F,24,0,287,94,False
2848,F,24,0,281,87,True
2849,M,13,0,312,62,False
2850,M,23,0,292,66,True
2851,M,24,0,308,77,False
2852,M,24,0,309,80,True
2853,M,31,0,284,123,False
2854,F,34,1,274,105,True
2855,M,22,0,316,95,False
2856,M,20,0,306,79,True
2857,M,28,0,302,95,False
2858,F,21,1,280,95,True
2859,M,14,0,280,101,False
2860,M,14,0,272,87,True
2861,M,14,0,293,80,False
2862,F,22,0,0,0,True
2863,F,26,0,278,80,False
2864,M,34,0,318,72,True
2865,M,45,0,325,69,False
2866,F,30,0,274,87,True
2867,M,21,0,311,74,False
2868,M,44,0,300,68,True
2869,F,41,0,294,68,False
2870,F,23,1,275,76,True
2871,F,23,0,270,90,False
2872,M,33,0,301,78,True
2873,M,52,0,312,72,False
2874,M,18,0,317,64,True
2875,M,21,0,313,72,False
2876,F,21,1,298,76,True
2877,F,21,0,265,82,False
2878,F,24,0,291,92,True
2879,M,45,0,276,65,False
2880,F,21,0,298,91,True
2881,M,26,0,308,82,False
2882,F,52,1,273,62,True
2883,M,26,0,290,86,False
2884,M,48,0,284,72,True
2885,F,70,0,272,73,False
2886,M,81,0,286,142,True
2887,M,57,0,279,70,False
2888,F,17,1,299,75,True
2889,F,17,0,279,93,False
2890,F,16,1,282,83,True
2891,F,17,0,269,98,False
2892,F,17,1,276,86,True
2893,F,17,0,284,78,False
2894,M,17,0,304,67,True
2895,M,17,0,311,79,False
2896,F,17,1,275,85,True
2897,F,16,0,260,64,False
2898,F,17,1,272,100,True
2899,M,17,0,301,80,False
2900,F,16,1,261,54,True
2901,M,17,0,300,113,False
2902,F,17,1,272,77,True
2903,F,17,0,282,67,False
2904,F,17,1,272,61,True
2905,M,17,0,307,78,False
2906,M,16,0,285,87,True
2907,F,11,0,266,82,False
2908,F,40,0,296,78,True
2909,F,70,0,275,91,False
2910,F,5,1,176,82,True
2911,M,16,0,294,75,False
2912,M,24,0,317,87,True
2913,F,12,0,266,70,False
2914,M,12,0,255,69,True
2915,M,12,0,272,78,False
2916,M,11,0,257,99,True
2917,M,57,0,303,75,False
2918,M,12,0,281,80,True
2919,F,26,0,255,78,False
2920,F,32,1,267,85,True
2921,M,32,0,298,87,False
2922,F,57,1,262,65,True
2923,M,26,0,311,76,False
2924,F,14,1,260,63,True
2925,F,39,0,249,92,False
2926,F,10,1,230,62,True
2927,M,6,0,0,0,False
2928,M,37,0,287,77,True
2929,F,36,0,286,91,False
2930,F,38,1,282,53,True
2931,M,41,0,315,63,False
2932,M,6,0,200,92,True
2933,F,33,0,273,71,False
2934,F,38,0,285,76,True
2935,M,11,0,249,90,False
2936,M,28,0,295,84,True
2937,F,24,0,274,72,False
2938,F,39,1,270,85,True
2939,F,6,0,198,79,False
2940,F,40,1,281,104,True
2941,F,8,0,230,111,False
2942,F,9,1,227,110,True
2943,M,9,0,237,75,False
2944,M,43,0,292,83,True
2945,F,39,0,270,53,False
2946,M,-,0,313,85,True
2947,F,37,0,278,105,False
2948,F,31,1,302,75,True
2949,M,8,0,224,89,False
2950,F,10,0,255,83,True
2951,M,47,0,321,77,False
2952,F,68,0,272,70,True
2953,M,42,0,297,71,False
2954,M,40,0,305,87,True
2955,F,38,0,282,67,False
2956,M,9,0,241,79,True
2957,F,43,0,283,63,False
2958,M,44,0,297,84,True
2959,F,27,0,293,85,False
2960,F,5,1,196,82,True
2961,M,44,0,311,84,False
2962,F,21,0,268,89,True
2963,F,21,0,262,93,False
2964,M,21,0,302,94,True
2965,M,27,0,285,94,False
2966,F,32,0,276,83,True
2967,F,27,0,280,100,False
2968,F,53,1,276,75,True
2969,M,51,0,331,72,False
2970,F,23,1,274,87,True
2971,M,33,0,305,71,False
2972,M,28,0,322,81,True
2973,F,65,0,265,66,False
2974,M,65,0,326,96,True
2975,M,65,0,285,86,False
2976,F,25,1,299,64,True
2977,M,24,0,304,82,False
2978,F,11,0,244,84,True
2979,F,37,0,284,88,False
2980,M,48,0,306,98,True
2981,F,28,0,288,82,False
2982,M,64,0,309,79,True
2983,M,8,0,217,88,False
2984,M,6,0,186,69,True
2985,M,29,0,330,86,False
2986,M,61,0,298,92,True
2987,F,26,0,284,81,False
2988,M,11,0,0,0,True
2989,M,5,0,0,0,False
2990,F,36,0,265,75,True
2991,M,42,0,307,77,False
2992,F,67,1,277,80,True
2993,F,10,0,250,64,False
2994,F,41,1,299,82,True
2995,F,12,0,291,82,False
2996,M,8,0,229,69,True
2997,F,9,0,232,75,False
2998,F,2,0,0,0,True
2999,F,39,0,281,64,False
3000,F,42,1,280,64,True
3001,M,8,0,227,62,False
3002,F,26,0,298,74,True
3003,M,41,0,288,80,False
3004,F,32,1,271,86,True
3005,M,50,0,303,116,False
3006,M,44,0,305,93,True
3007,M,9,0,238,104,False
3008,M,42,0,309,92,True
3009,F,34,0,288,78,False
3010,F,46,1,286,67,True
3011,M,29,0,338,76,False
3012,M,28,0,301,69,True
3013,M,16,0,307,76,False
3014,M,17,0,297,73,True
3015,F,22,0,314,69,False
3016,M,28,0,300,70,True
3017,M,57,0,330,67,False
3018,M,28,0,301,86,True
3019,F,30,0,275,78,False
3020,M,29,0,296,84,True
3021,F,51,0,279,66,False
3022,M,44,0,286,75,True
3023,M,52,0,327,54,False
3024,F,47,0,284,64,True
3025,M,23,0,310,62,False
3026,M,23,0,292,77,True
3027,M,25,0,301,98,False
3028,F,27,0,287,83,True
3029,F,24,0,269,97,False
3030,F,24,0,324,63,True
3031,M,25,0,308,68,False
3032,F,25,1,269,71,True
3033,F,33,0,305,74,False
3034,F,35,1,288,80,True
3035,F,10,0,240,62,False
3036,M,25,0,307,69,True
3037,F,46,0,277,75,False
3038,F,26,0,298,69,True
3039,M,25,0,318,72,False
3040,M,55,0,299,97,True
3041,F,35,0,290,76,False
3042,M,24,0,297,85,True
3043,F,24,0,268,85,False
3044,M,42,0,316,75,True
3045,M,21,0,316,78,False
3046,M,-,0,183,71,True
3047,M,41,0,315,67,False
3048,F,41,0,293,87,True
3049,M,74,0,267,85,False
3050,F,25,1,266,91,True
3051,M,32,0,296,86,False
3052,F,72,0,272,66,True
3053,F,27,0,274,86,False
3054,F,22,1,269,72,True
3055,F,28,0,287,64,False
3056,M,21,0,305,78,True
3057,M,27,0,299,79,False
3058,F,24,1,272,99,True
3059,F,54,0,272,90,False
3060,M,42,0,307,70,True
3061,M,5,0,179,83,False
3062,F,39,1,284,70,True
3063,F,6,0,196,75,False
3064,M,47,0,281,67,True
3065,M,42,0,302,95,False
3066,M,20,0,294,82,True
3067,F,20,0,279,100,False
3068,F,42,0,286,77,True
3069,M,36,0,343,84,False
3070,F,40,0,287,75,True
3071,F,37,0,289,79,False
3072,M,29,0,305,82,True
3073,F,28,0,282,84,False
3074,M,27,0,325,93,True
3075,M,8,0,211,70,False
3076,M,42,0,305,73,True
3077,F,25,0,284,98,False
3078,M,26,0,303,67,True
3079,M,31,0,312,69,False
3080,M,7,0,208,95,True
3081,F,27,0,297,68,False
3082,F,43,0,274,102,True
3083,F,21,0,284,84,False
3084,F,19,0,288,79,True
3085,M,19,0,301,75,False
3086,M,21,0,319,75,True
3087,M,42,0,311,74,False
3088,F,30,0,294,77,True
3089,F,35,0,266,78,False
3090,M,32,0,293,93,True
3091,F,20,0,274,81,False
3092,F,47,1,273,91,True
3093,F,8,0,242,80,False
3094,F,48,0,259,84,True
3095,M,36,0,289,87,False
3096,M,55,0,312,81,True
3097,F,61,0,274,77,False
3098,M,31,0,291,82,True
3099,M,23,0,319,56,False
3100,F,37,0,265,104,True
3101,F,24,0,253,91,False
3102,M,28,0,326,63,True
3103,M,36,0,296,72,False
3104,F,36,1,279,82,True
3105,M,25,0,325,89,False
3106,M,25,0,304,79,True
3107,F,26,0,290,77,False
3108,F,32,1,269,82,True
3109,M,27,0,330,66,False
3110,F,26,1,295,81,True
3111,M,21,0,319,74,False
3112,F,22,0,294,69,True
3113,F,49,0,306,67,False
3114,F,32,1,290,83,True
3115,M,37,0,312,93,False
3116,F,24,0,282,76,True
3117,M,22,0,303,84,False
3118,F,29,1,288,78,True
3119,F,20,0,275,96,False
3120,M,28,0,302,78,True
3121,F,23,0,271,88,False
3122,M,23,0,317,107,True
3123,M,25,0,308,92,False
3124,F,22,1,292,87,True
3125,M,31,0,299,71,False
3126,F,30,1,274,101,True
3127,F,19,0,277,120,False
3128,F,32,1,296,80,True
3129,F,37,0,299,68,False
3130,M,37,0,315,90,True
3131,F,36,0,294,82,False
3132,M,37,0,298,87,True
3133,F,31,0,281,85,False
3134,M,25,0,304,108,True
3135,F,33,0,277,88,False
3136,M,34,0,316,72,True
3137,F,35,0,288,83,False
3138,F,8,1,217,77,True
3139,F,3,0,176,83,False
3140,M,35,0,307,69,True
3141,M,24,0,0,0,False
3142,M,42,0,309,74,True
3143,F,5,0,185,98,False
3144,M,40,0,294,71,True
3145,F,7,0,210,76,False
3146,F,40,0,288,90,True
3147,F,14,0,268,87,False
3148,F,9,0,242,81,True
3149,F,28,0,270,110,False
3150,M,29,0,305,68,True
3151,F,22,0,284,77,False
3152,F,22,1,289,91,True
3153,M,26,0,313,80,False
3154,F,27,1,289,72,True
3155,M,11,0,259,109,False
3156,M,45,0,288,82,True
3157,F,44,0,265,75,False
3158,F,40,1,262,83,True
3159,M,64,0,306,86,False
3160,F,72,0,288,75,True
3161,F,61,0,276,69,False
3162,M,19,0,310,66,True
3163,F,19,0,277,77,False
3164,M,20,0,302,82,True
3165,M,54,0,317,72,False
3166,M,10,0,233,78,True
3167,F,65,0,281,75,False
3168,F,52,0,268,70,True
3169,F,31,0,269,95,False
3170,M,24,0,316,84,True
3171,M,22,0,305,91,False
3172,F,22,1,284,86,True
3173,F,23,0,278,102,False
3174,F,13,0,274,97,True
3175,F,12,0,257,105,False
3176,M,47,0,304,84,True
3177,M,11,0,242,53,False
3178,M,39,0,306,78,True
3179,M,35,0,324,91,False
3180,F,22,0,286,70,True
3181,F,28,0,271,89,False
3182,M,4,0,187,99,True
3183,F,39,0,277,86,False
3184,M,9,0,244,79,True
3185,M,4,0,0,0,False
3186,F,39,0,306,67,True
3187,M,7,0,213,71,False
3188,M,23,0,301,88,True
3189,F,23,0,282,96,False
3190,M,9,0,236,103,True
3191,M,22,0,314,93,False
3192,F,46,0,291,81,True
3193,M,11,0,255,66,False
3194,M,47,0,328,79,True
3195,M,21,0,300,82,False
3196,F,20,1,270,84,True
3197,M,39,0,290,77,False
3198,F,7,0,0,0,True
3199,M,9,0,239,72,False
3200,M,21,0,317,99,True
3201,F,10,0,256,80,False
3202,M,8,0,222,104,True
3203,F,40,0,270,82,False
3204,M,42,0,304,65,True
3205,F,39,0,274,68,False
3206,M,54,0,311,59,True
3207,F,8,0,242,77,False
3208,F,58,0,283,82,True
3209,M,43,0,297,87,False
3210,F,57,0,251,97,True
3211,M,69,0,299,78,False
3212,F,8,0,232,69,True
3213,F,38,0,284,69,False
3214,M,24,0,295,70,True
3215,M,10,0,271,66,False
3216,F,29,0,269,85,True
3217,M,8,0,295,82,False
3218,M,46,0,315,81,True
3219,F,37,0,269,95,False
3220,M,42,0,0,0,True
3221,M,10,0,258,79,False
3222,M,10,0,0,0,True
3223,F,11,0,253,76,False
3224,M,41,0,312,70,True
3225,M,9,0,254,70,False
3226,M,6,0,205,78,True
3227,F,32,0,268,78,False
3228,F,33,0,296,72,True
3229,M,21,0,315,73,False
3230,F,35,0,277,74,True
3231,F,13,0,275,70,False
3232,M,49,0,303,78,True
3233,F,12,0,267,84,False
3234,M,10,0,252,111,True
3235,F,23,0,291,75,False
3236,M,32,0,300,67,True
3237,F,9,0,238,84,False
3238,F,40,0,291,76,True
3239,F,32,0,270,74,False
3240,F,36,1,266,89,True
3241,M,42,0,297,71,False
3242,M,53,0,283,68,True
3243,F,47,0,277,96,False
3244,M,12,0,270,83,True
3245,M,42,0,301,98,False
3246,F,42,0,282,74,True
3247,F,18,0,255,80,False
3248,F,18,1,293,77,True
3249,M,11,0,257,83,False
3250,M,47,0,328,70,True
3251,F,29,0,288,105,False
3252,F,9,0,250,84,True
3253,M,24,0,328,71,False
3254,M,24,0,327,90,True
3255,M,23,0,317,74,False
3256,M,23,0,319,74,True
3257,M,29,0,311,66,False
3258,M,26,0,302,81,True
3259,M,42,0,288,60,False
3260,M,27,0,320,86,True
3261,F,39,0,275,87,False
3262,F,28,1,293,97,True
3263,M,27,0,319,65,False
3264,M,21,0,294,72,True
3265,F,21,0,283,102,False
3266,F,23,1,277,80,True
3267,M,29,0,310,77,False
3268,F,28,1,271,77,True
3269,M,15,0,307,74,False
3270,F,10,1,227,85,True
3271,M,55,0,296,75,False
3272,M,6,0,210,82,True
3273,M,46,0,314,62,False
3274,M,32,0,310,71,True
3275,F,28,0,281,68,False
3276,M,43,0,309,77,True
3277,M,7,0,237,100,False
3278,F,36,0,276,78,True
3279,F,14,0,280,76,False
3280,F,14,1,270,79,True
3281,F,30,0,278,76,False
3282,F,9,0,233,80,True
3283,F,44,0,281,78,False
3284,F,12,0,260,82,True
3285,M,15,0,296,84,False
3286,F,11,0,238,73,True
3287,M,-,0,199,98,False
3288,F,49,0,306,83,True
3289,M,30,0,312,84,False
3290,M,52,0,328,77,True
3291,F,39,0,290,87,False
3292,M,80,0,286,117,True
3293,M,6,0,212,80,False
3294,M,16,0,304,87,True
3295,M,17,0,320,81,False
3296,M,7,0,0,0,True
3297,M,27,0,308,78,False
3298,F,20,1,286,79,True
3299,M,37,0,302,75,False
3300,F,56,1,293,81,True
3301,F,41,0,287,81,False
3302,M,40,0,300,93,True
3303,F,32,0,271,82,False
3304,M,23,0,0,0,True
3305,F,80,0,279,120,False
3306,F,30,0,287,69,True
3307,F,31,0,316,84,False
3308,M,31,0,326,80,True
3309,M,80,0,291,96,False
3310,M,25,0,295,74,True
3311,F,24,0,269,79,False
3312,F,52,0,256,70,True
3313,F,50,0,275,73,False
3314,F,9,0,219,64,True
3315,M,50,0,290,83,False
3316,F,47,1,271,76,True
3317,F,28,0,303,77,False
3318,F,21,1,271,77,True
3319,F,27,0,283,89,False
3320,M,22,0,313,80,True
3321,M,19,0,306,82,False
3322,M,21,0,290,67,True
3323,F,40,0,251,82,False
3324,M,57,0,316,65,True
3325,F,11,0,229,62,False
3326,F,8,1,210,81,True
3327,M,23,0,332,78,False
3328,M,24,0,322,66,True
3329,M,6,0,189,64,False
3330,F,22,0,284,74,True
3331,F,42,0,271,81,False
3332,F,41,0,288,63,True
3333,M,42,0,289,73,False
3334,F,22,1,305,87,True
3335,M,13,0,277,71,False
3336,M,28,0,306,71,True
3337,F,8,0,202,78,False
3338,F,32,1,277,95,True
3339,M,24,0,285,71,False
3340,M,42,0,314,69,True
3341,M,28,0,300,75,False
3342,M,21,0,284,78,True
3343,M,30,0,304,64,False
3344,M,37,0,346,93,True
3345,F,26,0,291,96,False
3346,F,26,1,293,81,True
3347,M,9,0,225,82,False
3348,M,46,0,304,87,True
3349,M,10,0,0,0,False
3350,M,8,0,226,86,True
3351,M,6,0,187,88,False
3352,F,8,1,226,84,True
3353,M,25,0,304,87,False
3354,M,41,0,289,86,True
3355,M,23,0,284,87,False
3356,F,8,1,241,80,True
3357,M,31,0,293,88,False
3358,M,4,0,0,0,True
3359,F,33,0,292,101,False
3360,F,42,1,279,67,True
3361,M,44,0,285,74,False
3362,F,34,0,291,76,True
3363,M,38,0,308,76,False
3364,M,27,0,312,80,True
3365,F,18,0,318,70,False
3366,M,24,0,318,67,True
3367,F,9,0,236,62,False
3368,M,4,0,325,61,True
3369,F,11,0,0,0,False
3370,M,21,0,303,87,True
3371,F,21,0,268,82,False
3372,F,26,1,288,87,True
3373,F,22,0,269,73,False
3374,F,23,1,290,87,True
3375,M,21,0,311,72,False
3376,F,43,1,262,82,True
3377,F,19,0,277,65,False
3378,M,26,0,311,85,True
3379,F,24,0,277,84,False
3380,M,27,0,325,81,True
3381,M,27,0,296,63,False
3382,F,27,0,293,79,True
3383,F,27,0,274,88,False
3384,M,8,0,230,85,True
3385,M,50,0,299,98,False
3386,M,9,0,247,84,True
3387,F,46,0,282,86,False
3388,M,33,0,304,70,True
3389,M,38,0,303,75,False
3390,F,8,0,225,91,True
3391,F,40,0,291,76,False
3392,F,23,1,286,79,True
3393,M,21,0,312,64,False
3394,M,10,0,236,80,True
3395,F,8,0,228,89,False
3396,M,42,0,288,79,True
3397,F,32,0,269,67,False
3398,F,32,1,280,76,True
3399,F,3,0,165,110,False
3400,M,40,0,318,79,True
3401,F,38,0,290,64,False
3402,M,40,0,318,90,True
3403,M,7,0,226,77,False
3404,M,63,0,296,76,True
3405,M,70,0,285,89,False
3406,F,22,0,281,70,True
3407,M,24,0,307,83,False
3408,F,22,1,272,78,True
3409,F,7,0,211,80,False
3410,F,32,0,278,81,True
3411,F,22,0,275,85,False
3412,F,46,1,280,68,True
3413,M,13,0,279,103,False
3414,F,11,1,267,56,True
3415,F,28,0,269,65,False
3416,M,11,0,0,26,True
3417,M,11,0,276,56,False
3418,F,13,0,255,88,True
3419,M,40,0,295,80,False
3420,M,25,0,333,80,True
3421,M,22,0,318,87,False
3422,F,8,1,228,46,True
3423,F,43,0,271,95,False
3424,M,26,0,300,79,True
3425,M,41,0,295,77,False
3426,M,29,0,311,74,True
3427,M,28,0,328,80,False
3428,M,27,0,305,62,True
3429,F,25,0,281,86,False
3430,M,27,0,300,79,True
3431,F,-,0,298,67,False
3432,F,6,1,185,70,True
3433,F,30,0,265,86,False
3434,M,31,0,305,84,True
3435,F,27,0,272,84,False
3436,M,27,0,299,86,True
3437,F,42,0,295,68,False
3438,M,11,0,258,62,True
3439,F,34,0,284,84,False
3440,M,31,0,322,99,True
3441,M,28,0,312,86,False
3442,M,28,0,317,65,True
3443,F,44,0,277,72,False
3444,F,46,1,287,56,True
3445,M,24,0,330,88,False
3446,F,23,1,282,88,True
3447,M,47,0,305,72,False
3448,M,33,0,324,78,True
3449,F,38,0,286,89,False
3450,F,41,1,278,89,True
3451,F,13,0,282,71,False
3452,F,45,1,284,56,True
3453,F,30,0,281,94,False
3454,F,63,0,279,82,True
3455,F,11,0,247,74,False
3456,F,11,1,247,57,True
3457,F,24,0,285,70,False
3458,M,27,0,310,85,True
